Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Purpose,Loan_Application_Date,Approval_Date,Loan_Amount,Loan_Amount_Category,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Loan_Approval_Flag,Risk_Category,Default_Probability,Default_Flag,Outstanding_Debt,Debt_to_Income_Ratio,Debt_to_Income_Category,Estimated_Annual_Interest
LN-111990,CUST-21990,BR-007,Personal Loan,Debt Consolidation,2021-07-13,2021-07-17,35700.0,Medium ($25k-$75k),9.41,36,1142.07,Approved,1,Low Risk,0.008,0,12629.76,0.1056,Low (<20%),3359.37
LN-103168,CUST-13168,BR-008,Auto Loan,Used Vehicle,2022-07-29,2022-08-07,26300.0,Medium ($25k-$75k),7.2,60,523.26,Approved,1,Low Risk,0.018,0,34071.75,0.4275,Manageable (36-49%),1893.6
LN-113753,CUST-23753,BR-011,Personal Loan,Debt Consolidation,2024-01-16,2024-01-19,8500.0,Micro (<$10k),11.37,24,397.63,Approved,1,Low Risk,0.0452,0,36339.63,0.4373,Manageable (36-49%),966.45
LN-115921,CUST-25921,BR-008,Personal Loan,Debt Consolidation,2022-02-22,2022-03-08,17800.0,Small ($10k-$25k),10.09,24,822.12,Approved,1,Low Risk,0.008,0,13559.2,0.1994,Low (<20%),1796.02
LN-114028,CUST-24028,BR-005,Auto Loan,New Vehicle,2021-10-01,,23900.0,Small ($10k-$25k),8.25,60,487.47,Rejected,0,Low Risk,0.0462,0,27246.18,0.5374,Critical (>=50%),1971.75
LN-107017,CUST-17017,BR-013,Education Loan,Graduate School,2024-03-13,,52500.0,Medium ($25k-$75k),5.57,180,430.92,Rejected,0,Low Risk,0.008,0,18052.09,0.1939,Low (<20%),2924.25
LN-113387,CUST-23387,BR-008,Home Loan,Refinance,2021-07-30,2021-08-03,232900.0,Jumbo (>=$200k),6.54,180,2033.93,Approved,1,Low Risk,0.0159,0,18540.54,0.2822,Moderate (20-35%),15231.66
LN-115999,CUST-25999,BR-002,Auto Loan,New Vehicle,2021-01-09,2021-01-14,22400.0,Small ($10k-$25k),5.37,60,426.52,Approved,1,Low Risk,0.008,0,10225.42,0.1349,Low (<20%),1202.88
LN-112642,CUST-22642,BR-006,Personal Loan,Wedding,2021-05-06,2021-05-19,17300.0,Small ($10k-$25k),12.07,24,814.94,Approved,1,Low Risk,0.0319,0,11477.13,0.1763,Low (<20%),2088.11
LN-118116,CUST-28116,BR-013,Personal Loan,Medical Expenses,2024-01-21,2024-01-25,21500.0,Small ($10k-$25k),11.7,36,711.03,Approved,1,Low Risk,0.0237,0,21017.22,0.2149,Moderate (20-35%),2515.5
LN-104946,CUST-14946,BR-001,Personal Loan,Major Purchase,2024-03-08,2024-03-13,13500.0,Small ($10k-$25k),10.35,36,437.83,Approved,1,Low Risk,0.008,0,6931.96,0.1303,Low (<20%),1397.25
LN-115650,CUST-25650,BR-004,Auto Loan,New Vehicle,2022-11-30,2022-12-10,20100.0,Small ($10k-$25k),8.52,72,357.54,Approved,1,Low Risk,0.0481,0,24262.75,0.2623,Moderate (20-35%),1712.52
LN-112238,CUST-22238,BR-006,Home Loan,Home Purchase,2023-01-23,2023-02-05,455300.0,Jumbo (>=$200k),5.26,240,3070.56,Approved,1,Low Risk,0.008,0,33568.92,0.2422,Moderate (20-35%),23948.78
LN-106047,CUST-16047,BR-014,Personal Loan,Debt Consolidation,2024-05-13,2024-05-21,8200.0,Micro (<$10k),10.15,36,265.17,Approved,1,Low Risk,0.008,0,3777.43,0.0757,Low (<20%),832.3
LN-109228,CUST-19228,BR-008,Auto Loan,New Vehicle,2022-08-02,,14400.0,Small ($10k-$25k),7.03,72,245.71,Rejected,0,Low Risk,0.0131,0,8219.57,0.2113,Moderate (20-35%),1012.32
LN-105586,CUST-15586,BR-013,Personal Loan,Major Purchase,2023-01-24,2023-02-04,11300.0,Small ($10k-$25k),11.85,12,1003.2,Approved,1,Low Risk,0.0322,0,12009.6,0.216,Moderate (20-35%),1339.05
LN-105591,CUST-15591,BR-011,Home Loan,Home Purchase,2023-07-19,2023-07-26,204700.0,Jumbo (>=$200k),4.57,360,1045.72,Approved,1,Low Risk,0.008,0,7363.45,0.1685,Low (<20%),9354.79
LN-101229,CUST-11229,BR-006,Education Loan,Graduate School,2023-02-16,,50500.0,Medium ($25k-$75k),8.12,120,615.91,Rejected,0,Medium Risk,0.0766,0,43452.34,0.3859,Manageable (36-49%),4100.6
LN-113342,CUST-23342,BR-007,Personal Loan,Major Purchase,2022-09-08,2022-09-12,8000.0,Micro (<$10k),10.29,24,370.23,Approved,1,Low Risk,0.0081,0,3654.03,0.1047,Low (<20%),823.2
LN-113334,CUST-23334,BR-009,Home Loan,Home Purchase,2022-11-10,2022-11-23,314000.0,Jumbo (>=$200k),5.27,360,1737.81,Approved,1,Low Risk,0.008,0,12771.05,0.1567,Low (<20%),16547.8
LN-114744,CUST-24744,BR-003,Business Loan,Working Capital,2024-03-01,2024-03-06,165200.0,Large ($75k-$200k),7.82,60,3335.45,Approved,1,Low Risk,0.0089,0,52835.45,0.2833,Moderate (20-35%),12918.64
LN-108245,CUST-18245,BR-004,Home Loan,Home Purchase,2024-01-08,,104800.0,Large ($75k-$200k),7.31,360,719.19,Rejected,0,Medium Risk,0.0652,0,13060.08,0.4947,Manageable (36-49%),7660.88
LN-118046,CUST-28046,BR-004,Auto Loan,Used Vehicle,2022-01-21,2022-02-02,19800.0,Small ($10k-$25k),7.45,36,615.45,Approved,1,Low Risk,0.0087,0,9882.6,0.2715,Moderate (20-35%),1475.1
LN-116238,CUST-26238,BR-010,Personal Loan,Major Purchase,2021-09-30,2021-10-04,11600.0,Small ($10k-$25k),10.83,24,539.74,Approved,1,Low Risk,0.0203,0,23983.45,0.1835,Low (<20%),1256.28
LN-106556,CUST-16556,BR-009,Personal Loan,Major Purchase,2022-11-12,2022-11-22,12700.0,Small ($10k-$25k),10.26,60,271.47,Approved,1,Low Risk,0.008,0,24166.96,0.2246,Moderate (20-35%),1303.02
LN-115374,CUST-25374,BR-015,Home Loan,Home Purchase,2024-04-26,2024-05-07,209700.0,Jumbo (>=$200k),4.62,240,1340.29,Approved,1,Low Risk,0.008,0,10362.22,0.1273,Low (<20%),9688.14
LN-112146,CUST-22146,BR-001,Business Loan,Working Capital,2023-05-20,2023-05-25,54000.0,Medium ($25k-$75k),9.05,60,1122.26,Approved,1,Low Risk,0.0203,0,19445.58,0.2898,Moderate (20-35%),4887.0
LN-100160,CUST-10160,BR-001,Home Loan,Home Improvement,2024-03-07,2024-03-11,190700.0,Large ($75k-$200k),5.82,360,1121.37,Approved,1,Low Risk,0.0087,0,16589.3,0.3646,Manageable (36-49%),11098.74
LN-101590,CUST-11590,BR-001,Auto Loan,New Vehicle,2021-06-26,2021-07-02,14200.0,Small ($10k-$25k),6.37,60,276.98,Approved,1,Low Risk,0.008,0,13880.16,0.2754,Moderate (20-35%),904.54
LN-115370,CUST-25370,BR-011,Auto Loan,Used Vehicle,2021-12-09,2021-12-17,40100.0,Medium ($25k-$75k),6.6,60,786.48,Approved,1,Low Risk,0.008,0,19056.05,0.1543,Low (<20%),2646.6
LN-105566,CUST-15566,BR-008,Home Loan,Home Purchase,2023-04-13,2023-04-21,123700.0,Large ($75k-$200k),4.74,240,798.7,Approved,1,Low Risk,0.008,0,8728.9,0.2129,Moderate (20-35%),5863.38
LN-107191,CUST-17191,BR-004,Education Loan,Undergraduate Studies,2021-05-04,,78800.0,Large ($75k-$200k),4.48,84,1094.6,Rejected,0,Low Risk,0.008,0,22093.65,0.1693,Low (<20%),3530.24
LN-117799,CUST-27799,BR-002,Home Loan,Home Purchase,2024-02-15,2024-02-26,263600.0,Jumbo (>=$200k),5.57,360,1508.29,Approved,1,Low Risk,0.008,0,19529.0,0.295,Moderate (20-35%),14682.52
LN-110577,CUST-20577,BR-006,Personal Loan,Major Purchase,2022-07-17,2022-07-20,13200.0,Small ($10k-$25k),12.45,36,441.27,Approved,1,Medium Risk,0.0587,0,25401.96,0.3442,Moderate (20-35%),1643.4
LN-115062,CUST-25062,BR-012,Personal Loan,Debt Consolidation,2023-06-30,2023-07-14,8700.0,Micro (<$10k),11.92,12,772.66,Approved,1,Low Risk,0.0378,0,21819.0,0.3117,Moderate (20-35%),1037.04
LN-113365,CUST-23365,BR-015,Auto Loan,New Vehicle,2021-01-16,2021-01-21,20400.0,Small ($10k-$25k),7.13,36,631.11,Approved,1,Low Risk,0.0158,0,7055.6,0.124,Low (<20%),1454.52
LN-101557,CUST-11557,BR-011,Education Loan,Graduate School,2023-12-24,2024-01-07,65100.0,Medium ($25k-$75k),4.12,120,662.82,Approved,1,Low Risk,0.008,0,14424.8,0.1168,Low (<20%),2682.12
LN-102829,CUST-12829,BR-007,Home Loan,Home Purchase,2023-06-03,,302900.0,Jumbo (>=$200k),4.49,360,1532.95,Pending,0,Low Risk,0.008,0,13830.55,0.1697,Low (<20%),13600.21
LN-100437,CUST-10437,BR-008,Business Loan,Equipment Purchase,2022-03-11,2022-03-17,46000.0,Medium ($25k-$75k),8.09,84,719.03,Approved,1,Low Risk,0.008,0,8546.42,0.1291,Low (<20%),3721.4
LN-115593,CUST-25593,BR-007,Home Loan,Home Purchase,2023-11-13,2023-11-19,390600.0,Jumbo (>=$200k),5.33,240,2649.52,Approved,1,Low Risk,0.008,0,42033.56,0.3011,Moderate (20-35%),20818.98
LN-102781,CUST-12781,BR-014,Auto Loan,New Vehicle,2023-02-27,2023-03-10,21600.0,Small ($10k-$25k),8.03,48,527.62,Approved,1,Low Risk,0.0285,0,20061.64,0.3814,Manageable (36-49%),1734.48
LN-103702,CUST-13702,BR-012,Education Loan,Vocational Training,2021-04-07,2021-04-20,47800.0,Medium ($25k-$75k),6.47,120,542.03,Approved,1,Low Risk,0.023,0,23278.32,0.2487,Moderate (20-35%),3092.66
LN-105687,CUST-15687,BR-007,Home Loan,Home Purchase,2023-02-21,,180000.0,Large ($75k-$200k),7.41,360,1247.51,Rejected,0,Medium Risk,0.0591,0,16941.32,0.3058,Moderate (20-35%),13338.0
LN-104728,CUST-14728,BR-001,Education Loan,Graduate School,2021-09-09,2021-09-14,28400.0,Medium ($25k-$75k),5.9,180,238.12,Approved,1,Low Risk,0.0125,1,29924.5,0.3085,Moderate (20-35%),1675.6
LN-102952,CUST-12952,BR-010,Auto Loan,Used Vehicle,2022-12-29,,7500.0,Micro (<$10k),8.94,48,186.42,Rejected,0,Low Risk,0.049,0,13007.28,0.4548,Manageable (36-49%),670.5
LN-102556,CUST-12556,BR-011,Home Loan,Home Purchase,2022-02-01,2022-02-14,367500.0,Jumbo (>=$200k),7.27,360,2511.99,Approved,1,Low Risk,0.0366,0,33665.56,0.3404,Moderate (20-35%),26717.25
LN-110351,CUST-20351,BR-013,Education Loan,Graduate School,2023-11-25,2023-12-03,44100.0,Medium ($25k-$75k),7.38,60,881.16,Approved,1,Low Risk,0.0384,0,45435.39,0.3003,Moderate (20-35%),3254.58
LN-118435,CUST-28435,BR-008,Home Loan,Home Purchase,2022-01-29,,173700.0,Large ($75k-$200k),8.18,180,1678.07,Rejected,0,Medium Risk,0.1127,0,16700.32,0.4588,Manageable (36-49%),14208.66
LN-112738,CUST-22738,BR-001,Auto Loan,Used Vehicle,2024-04-25,2024-04-29,14400.0,Small ($10k-$25k),6.86,60,284.19,Approved,1,Low Risk,0.0099,0,6667.65,0.1485,Low (<20%),987.84
LN-106466,CUST-16466,BR-004,Auto Loan,Used Vehicle,2024-06-28,2024-07-10,21600.0,Small ($10k-$25k),4.87,60,406.33,Approved,1,Low Risk,0.008,0,15042.45,0.1445,Low (<20%),1051.92
LN-107356,CUST-17356,BR-003,Personal Loan,Wedding,2023-10-07,2023-10-18,27200.0,Medium ($25k-$75k),11.74,36,900.06,Approved,1,Low Risk,0.0262,0,25542.0,0.2322,Moderate (20-35%),3193.28
LN-115718,CUST-25718,BR-008,Home Loan,Home Purchase,2024-06-03,,351600.0,Jumbo (>=$200k),7.22,240,2772.57,Pending,0,Medium Risk,0.0678,0,46837.38,0.4794,Manageable (36-49%),25385.52
LN-107824,CUST-17824,BR-002,Personal Loan,Debt Consolidation,2023-08-27,,15200.0,Small ($10k-$25k),10.1,48,386.24,Pending,0,Low Risk,0.008,0,7665.48,0.0963,Low (<20%),1535.2
LN-112450,CUST-22450,BR-012,Personal Loan,Home Renovation,2022-09-07,,21600.0,Small ($10k-$25k),13.54,12,1934.73,Rejected,0,High Risk,0.183,0,22083.0,0.2165,Moderate (20-35%),2924.64
LN-118981,CUST-28981,BR-006,Education Loan,Graduate School,2024-03-19,2024-03-23,29700.0,Medium ($25k-$75k),7.43,180,274.14,Approved,1,Low Risk,0.0322,0,19224.96,0.3264,Moderate (20-35%),2206.71
LN-115272,CUST-25272,BR-011,Home Loan,Refinance,2023-03-31,,74900.0,Medium ($25k-$75k),7.69,180,702.44,Rejected,0,Medium Risk,0.0714,0,12261.6,0.524,Critical (>=50%),5759.81
LN-105186,CUST-15186,BR-009,Home Loan,Refinance,2021-01-09,2021-01-17,459600.0,Jumbo (>=$200k),6.21,360,2817.89,Approved,1,Low Risk,0.0132,0,25661.68,0.1928,Low (<20%),28541.16
LN-108550,CUST-18550,BR-004,Auto Loan,New Vehicle,2023-07-29,,12700.0,Small ($10k-$25k),5.3,60,241.41,Pending,0,Low Risk,0.008,0,4809.6,0.144,Low (<20%),673.1
LN-102093,CUST-12093,BR-011,Auto Loan,Refinance Auto,2023-09-13,2023-09-26,55400.0,Medium ($25k-$75k),8.15,36,1739.87,Approved,1,Low Risk,0.0331,0,36162.24,0.3252,Moderate (20-35%),4515.1
LN-110208,CUST-20208,BR-010,Auto Loan,Used Vehicle,2023-11-17,2023-11-26,21000.0,Small ($10k-$25k),9.62,60,442.27,Approved,1,Medium Risk,0.1103,0,26836.32,0.3912,Manageable (36-49%),2020.2
LN-111949,CUST-21949,BR-013,Home Loan,Home Purchase,2021-10-07,2021-10-18,177700.0,Large ($75k-$200k),5.64,180,1465.19,Approved,1,Low Risk,0.0163,0,21338.89,0.3329,Moderate (20-35%),10022.28
LN-100188,CUST-10188,BR-010,Auto Loan,Used Vehicle,2022-05-30,2022-06-05,51100.0,Medium ($25k-$75k),5.01,60,964.55,Approved,1,Low Risk,0.008,0,6932.64,0.0572,Low (<20%),2560.11
LN-117752,CUST-27752,BR-013,Personal Loan,Debt Consolidation,2023-09-17,2023-09-30,3200.0,Micro (<$10k),10.2,24,147.96,Approved,1,Low Risk,0.0137,0,8686.61,0.2489,Moderate (20-35%),326.4
LN-117969,CUST-27969,BR-001,Home Loan,Home Purchase,2023-05-02,2023-05-13,492500.0,Jumbo (>=$200k),4.96,180,3884.4,Approved,1,Low Risk,0.008,0,34280.13,0.3293,Moderate (20-35%),24428.0
LN-101382,CUST-11382,BR-005,Personal Loan,Debt Consolidation,2022-06-25,,9500.0,Micro (<$10k),9.79,36,305.6,Pending,0,Low Risk,0.0097,0,9721.95,0.1645,Low (<20%),930.05
LN-118133,CUST-28133,BR-001,Auto Loan,New Vehicle,2022-09-18,2022-09-26,46200.0,Medium ($25k-$75k),8.74,60,953.22,Approved,1,Low Risk,0.038,0,36381.76,0.3854,Manageable (36-49%),4037.88
LN-108606,CUST-18606,BR-008,Home Loan,Home Purchase,2021-10-11,2021-10-19,207000.0,Jumbo (>=$200k),3.95,180,1525.97,Approved,1,Low Risk,0.008,0,5444.66,0.1118,Low (<20%),8176.5
LN-115744,CUST-25744,BR-003,Home Loan,Refinance,2024-02-24,2024-02-29,81500.0,Large ($75k-$200k),5.98,240,582.95,Approved,1,Low Risk,0.0093,0,11924.8,0.4112,Manageable (36-49%),4873.7
LN-111529,CUST-21529,BR-002,Business Loan,Working Capital,2021-03-09,2021-03-21,130800.0,Large ($75k-$200k),8.99,24,5974.96,Approved,1,Low Risk,0.02,0,22609.44,0.2243,Moderate (20-35%),11758.92
LN-115039,CUST-25039,BR-015,Personal Loan,Debt Consolidation,2023-05-13,2023-05-23,7100.0,Micro (<$10k),12.03,60,158.04,Approved,1,Low Risk,0.0428,0,10876.53,0.3171,Moderate (20-35%),854.13
LN-118925,CUST-28925,BR-005,Home Loan,Home Purchase,2021-02-15,,71500.0,Medium ($25k-$75k),5.91,240,508.54,Pending,0,Low Risk,0.0163,0,7668.57,0.2809,Moderate (20-35%),4225.65
LN-108449,CUST-18449,BR-004,Education Loan,Undergraduate Studies,2023-10-05,2023-10-13,30300.0,Medium ($25k-$75k),4.4,180,230.25,Approved,1,Low Risk,0.008,0,9050.5,0.0787,Low (<20%),1333.2
LN-111391,CUST-21391,BR-011,Auto Loan,Used Vehicle,2021-04-28,2021-05-08,64300.0,Medium ($25k-$75k),5.82,60,1237.72,Approved,1,Low Risk,0.008,0,39060.84,0.2058,Moderate (20-35%),3742.26
LN-107296,CUST-17296,BR-009,Education Loan,Undergraduate Studies,2022-02-18,2022-02-24,12900.0,Small ($10k-$25k),5.75,60,247.9,Approved,1,Low Risk,0.0083,0,10804.92,0.2708,Moderate (20-35%),741.75
LN-108069,CUST-18069,BR-011,Home Loan,Refinance,2021-07-04,2021-07-13,366600.0,Jumbo (>=$200k),6.03,360,2205.03,Approved,1,Low Risk,0.0117,0,38586.24,0.3168,Moderate (20-35%),22105.98
LN-112936,CUST-22936,BR-005,Auto Loan,Refinance Auto,2021-02-24,2021-03-05,47400.0,Medium ($25k-$75k),7.8,60,956.57,Approved,1,Low Risk,0.0307,0,38229.88,0.3974,Manageable (36-49%),3697.2
LN-109960,CUST-19960,BR-009,Auto Loan,New Vehicle,2021-07-07,,8600.0,Micro (<$10k),6.26,60,167.3,Rejected,0,Low Risk,0.008,0,7525.56,0.2604,Moderate (20-35%),538.36
LN-109765,CUST-19765,BR-005,Personal Loan,Wedding,2023-07-22,2023-07-28,17200.0,Small ($10k-$25k),8.88,48,427.04,Approved,1,Low Risk,0.008,0,9187.2,0.0957,Low (<20%),1527.36
LN-100025,CUST-10025,BR-011,Home Loan,Refinance,2023-04-25,,504700.0,Jumbo (>=$200k),6.27,240,3694.88,Rejected,0,Low Risk,0.0231,0,45163.78,0.3847,Manageable (36-49%),31644.69
LN-103364,CUST-13364,BR-004,Personal Loan,Debt Consolidation,2022-10-28,2022-11-11,6100.0,Micro (<$10k),11.58,48,159.38,Approved,1,Low Risk,0.0366,0,4977.18,0.2127,Moderate (20-35%),706.38
LN-101089,CUST-11089,BR-004,Home Loan,Home Purchase,2021-10-08,,155200.0,Large ($75k-$200k),8.37,360,1179.08,Rejected,0,Medium Risk,0.078,0,22954.5,0.5101,Critical (>=50%),12990.24
LN-112867,CUST-22867,BR-001,Education Loan,Graduate School,2023-09-22,2023-10-01,40900.0,Medium ($25k-$75k),3.48,84,549.32,Approved,1,Low Risk,0.008,0,7581.8,0.0835,Low (<20%),1423.32
LN-110887,CUST-20887,BR-011,Personal Loan,Debt Consolidation,2022-10-11,2022-10-19,11500.0,Small ($10k-$25k),10.69,36,374.81,Approved,1,Low Risk,0.0089,0,4225.02,0.1051,Low (<20%),1229.35
LN-111591,CUST-21591,BR-014,Home Loan,Home Purchase,2023-05-13,2023-05-16,346700.0,Jumbo (>=$200k),6.6,360,2214.23,Approved,1,Low Risk,0.0183,0,42079.26,0.3966,Manageable (36-49%),22882.2
LN-119613,CUST-29613,BR-004,Personal Loan,Major Purchase,2021-11-28,2021-12-01,22200.0,Small ($10k-$25k),10.53,60,477.49,Approved,1,Low Risk,0.0153,0,28476.54,0.2529,Moderate (20-35%),2337.66
LN-110504,CUST-20504,BR-007,Auto Loan,New Vehicle,2021-08-13,2021-08-25,26000.0,Medium ($25k-$75k),6.16,60,504.59,Approved,1,Low Risk,0.008,0,7652.59,0.0953,Low (<20%),1601.6
LN-112307,CUST-22307,BR-014,Home Loan,Home Purchase,2022-03-31,2022-04-09,248500.0,Jumbo (>=$200k),3.35,360,1095.17,Approved,1,Low Risk,0.008,0,10882.63,0.1397,Low (<20%),8324.75
LN-117080,CUST-27080,BR-002,Home Loan,Home Purchase,2021-09-22,2021-09-29,317000.0,Jumbo (>=$200k),4.91,360,1684.33,Approved,1,Low Risk,0.008,0,15966.0,0.18,Low (<20%),15564.7
LN-115907,CUST-25907,BR-001,Home Loan,Refinance,2024-03-12,2024-03-16,232000.0,Jumbo (>=$200k),4.45,360,1168.63,Approved,1,Low Risk,0.008,0,10916.57,0.1939,Low (<20%),10324.0
LN-111945,CUST-21945,BR-011,Business Loan,Business Expansion,2024-06-13,,75000.0,Large ($75k-$200k),8.46,36,2366.18,Rejected,0,Low Risk,0.0151,0,14196.0,0.26,Moderate (20-35%),6345.0
LN-106338,CUST-16338,BR-011,Personal Loan,Medical Expenses,2021-07-07,,13700.0,Small ($10k-$25k),13.5,36,464.91,Rejected,0,High Risk,0.1527,0,18605.08,0.1924,Low (<20%),1849.5
LN-100277,CUST-10277,BR-012,Home Loan,Home Purchase,2021-05-23,2021-06-04,321700.0,Jumbo (>=$200k),5.71,360,1869.19,Approved,1,Low Risk,0.0136,0,31384.23,0.3889,Manageable (36-49%),18369.07
LN-112414,CUST-22414,BR-009,Auto Loan,New Vehicle,2021-03-05,2021-03-16,75000.0,Large ($75k-$200k),3.94,60,1379.21,Approved,1,Low Risk,0.008,0,32895.96,0.1434,Low (<20%),2955.0
LN-103907,CUST-13907,BR-007,Auto Loan,New Vehicle,2022-07-20,2022-07-27,56600.0,Medium ($25k-$75k),4.8,60,1062.93,Approved,1,Low Risk,0.008,0,8981.74,0.0821,Low (<20%),2716.8
LN-105846,CUST-15846,BR-008,Personal Loan,Debt Consolidation,2024-02-24,2024-03-05,11400.0,Small ($10k-$25k),11.53,24,534.14,Approved,1,Low Risk,0.0214,0,12820.5,0.2475,Moderate (20-35%),1314.42
LN-101138,CUST-11138,BR-005,Business Loan,Working Capital,2021-04-11,2021-04-16,151600.0,Large ($75k-$200k),9.26,60,3166.13,Approved,1,Low Risk,0.0309,0,38628.8,0.3449,Moderate (20-35%),14038.16
LN-113325,CUST-23325,BR-011,Auto Loan,Refinance Auto,2021-07-31,2021-08-14,19900.0,Small ($10k-$25k),6.31,48,470.19,Approved,1,Low Risk,0.0092,1,9825.6,0.1104,Low (<20%),1255.69
LN-102491,CUST-12491,BR-014,Auto Loan,New Vehicle,2022-04-11,2022-04-24,51700.0,Medium ($25k-$75k),7.33,60,1031.79,Approved,1,Low Risk,0.0081,0,25510.4,0.1993,Low (<20%),3789.61
LN-116166,CUST-26166,BR-010,Home Loan,Home Purchase,2022-07-08,2022-07-20,405600.0,Jumbo (>=$200k),6.39,180,3508.73,Approved,1,Low Risk,0.011,0,36160.02,0.3978,Manageable (36-49%),25917.84
LN-107743,CUST-17743,BR-011,Education Loan,Graduate School,2023-06-19,2023-06-26,17400.0,Small ($10k-$25k),4.81,60,326.85,Approved,1,Low Risk,0.008,0,5393.58,0.1446,Low (<20%),836.94
LN-114483,CUST-24483,BR-011,Home Loan,Home Purchase,2023-08-11,2023-08-19,140200.0,Large ($75k-$200k),5.77,240,985.92,Approved,1,Low Risk,0.008,0,10980.2,0.341,Moderate (20-35%),8089.54
LN-113128,CUST-23128,BR-002,Business Loan,Business Expansion,2021-05-05,2021-05-09,125300.0,Large ($75k-$200k),6.28,36,3827.79,Approved,1,Low Risk,0.008,0,9132.66,0.0678,Low (<20%),7868.84
LN-103936,CUST-13936,BR-001,Personal Loan,Major Purchase,2021-06-04,,23800.0,Small ($10k-$25k),12.31,36,794.03,Rejected,0,Medium Risk,0.0927,0,33260.07,0.4071,Manageable (36-49%),2929.78
LN-115073,CUST-25073,BR-011,Auto Loan,New Vehicle,2021-04-16,2021-04-19,41800.0,Medium ($25k-$75k),5.95,60,807.14,Approved,1,Low Risk,0.008,0,23852.5,0.145,Low (<20%),2487.1
LN-102385,CUST-12385,BR-001,Auto Loan,New Vehicle,2024-01-24,2024-02-03,32800.0,Medium ($25k-$75k),6.98,48,785.13,Approved,1,Low Risk,0.0128,0,22979.3,0.2369,Moderate (20-35%),2289.44
LN-108017,CUST-18017,BR-010,Home Loan,Home Purchase,2024-04-05,2024-04-11,199500.0,Large ($75k-$200k),3.59,360,905.9,Approved,1,Low Risk,0.008,0,3311.0,0.07,Low (<20%),7162.05
LN-107085,CUST-17085,BR-003,Home Loan,Home Improvement,2021-08-26,2021-09-04,249800.0,Jumbo (>=$200k),4.67,360,1291.06,Approved,1,Low Risk,0.008,0,15268.4,0.2296,Moderate (20-35%),11665.66
LN-116500,CUST-26500,BR-008,Personal Loan,Debt Consolidation,2021-08-15,2021-08-23,4600.0,Micro (<$10k),10.31,12,405.08,Approved,1,Low Risk,0.008,0,3746.64,0.0804,Low (<20%),474.26
LN-101864,CUST-11864,BR-008,Personal Loan,Wedding,2023-08-31,2023-09-14,3100.0,Micro (<$10k),12.4,36,103.56,Approved,1,Low Risk,0.0296,0,9569.16,0.2798,Moderate (20-35%),384.4
LN-115689,CUST-25689,BR-002,Personal Loan,Home Renovation,2021-07-12,2021-07-19,9900.0,Micro (<$10k),12.06,48,261.0,Approved,1,Low Risk,0.0266,0,13078.45,0.2765,Moderate (20-35%),1193.94
LN-100365,CUST-10365,BR-006,Auto Loan,Used Vehicle,2021-05-02,2021-05-08,75000.0,Large ($75k-$200k),8.44,48,1846.5,Approved,1,Low Risk,0.0364,0,51611.0,0.3535,Manageable (36-49%),6330.0
LN-109095,CUST-19095,BR-002,Education Loan,Graduate School,2022-05-19,2022-05-28,12200.0,Small ($10k-$25k),4.91,84,171.92,Approved,1,Low Risk,0.008,0,2249.0,0.065,Low (<20%),599.02
LN-117920,CUST-27920,BR-007,Home Loan,Home Improvement,2024-05-04,2024-05-15,203500.0,Jumbo (>=$200k),3.6,180,1464.8,Approved,1,Low Risk,0.008,0,7311.1,0.113,Low (<20%),7326.0
LN-103803,CUST-13803,BR-011,Home Loan,Home Purchase,2021-07-25,2021-08-05,403900.0,Jumbo (>=$200k),6.57,240,3028.04,Approved,1,Low Risk,0.0227,0,31326.0,0.345,Moderate (20-35%),26536.23
LN-115310,CUST-25310,BR-003,Auto Loan,New Vehicle,2021-03-04,,17400.0,Small ($10k-$25k),8.6,36,550.08,Rejected,0,Low Risk,0.035,0,18899.66,0.4082,Manageable (36-49%),1496.4
LN-103537,CUST-13537,BR-014,Personal Loan,Medical Expenses,2022-01-27,,3000.0,Micro (<$10k),12.2,24,141.5,Rejected,0,Medium Risk,0.0561,0,4982.4,0.2768,Moderate (20-35%),366.0
LN-103826,CUST-13826,BR-007,Home Loan,Refinance,2021-03-07,2021-03-18,282200.0,Jumbo (>=$200k),7.37,360,1948.12,Approved,1,Low Risk,0.0339,0,21798.0,0.3633,Manageable (36-49%),20798.14
LN-106643,CUST-16643,BR-008,Business Loan,Equipment Purchase,2023-01-23,2023-01-27,97500.0,Large ($75k-$200k),8.26,84,1532.32,Approved,1,Low Risk,0.0195,0,18640.5,0.289,Moderate (20-35%),8053.5
LN-119074,CUST-29074,BR-010,Auto Loan,Used Vehicle,2022-05-01,2022-05-12,29100.0,Medium ($25k-$75k),4.99,60,549.02,Approved,1,Low Risk,0.008,0,6894.75,0.0951,Low (<20%),1452.09
LN-112992,CUST-22992,BR-001,Auto Loan,Used Vehicle,2021-03-27,2021-04-04,50500.0,Medium ($25k-$75k),7.26,72,867.29,Approved,1,Low Risk,0.0093,0,34351.78,0.2894,Moderate (20-35%),3666.3
LN-117931,CUST-27931,BR-003,Personal Loan,Debt Consolidation,2021-04-24,,11500.0,Small ($10k-$25k),11.98,36,381.85,Rejected,0,Low Risk,0.0445,0,31255.62,0.4118,Manageable (36-49%),1377.7
